prompt_id,prompt,ref_image
LN773,there is a plate with so much of food served in it and there are some bottles some tissues and basket with fruits in it.,LN/000000527784.jpg
LN774,"In the picture there is a road there is a vehicle a person is entering into the bus another person is standing on the foot path which is near to the road there is a building near to the road there are many plants there is a clear sky,there are poles.",LN/000000052007.jpg
LN775,In this Picture we can see a road side view on which a white and brown church is seen with a holy cross on the top. Beside we can see a traffic signal light and some cars are parked on the road.,LN/000000418696.jpg
LN776,In this image we can see a cake on the tray which is on the table. We can also see a cover and also the floor.,LN/000000245651.jpg
LN777,In this picture there is a fire hydrant which is painted blue color. There is some open land here. In the background there is a heap and some trees here. We can observe some vehicles parked here.,LN/000000079034.jpg
LN778,"In this picture i can see three dolls a teddy bear, snowman and the polar bear. The teddy bear has a cap on it and in the backdrop of this the red wall",LN/000000050844.jpg
LN779,Aeroplane is flying in an air by ejecting smoke.,LN/000000485802.jpg
LN780,"In this Image I see a collage of 2 pictures, In which there are 2 hoardings and words written on it and I see an animal on this hoarding. I can also see the wires, sky, plants and a flag.",LN/000000260657.jpg
LN781,There is a plate which has some eatables on it and there are wine bottles and a glass of wine which are placed on the table and there are few persons in the right corner.,LN/000000312192.jpg
LN782,In this image I can see a person riding the motorbike. The person is wearing helmet and there is a head light to the bike. In the background there is a fog. They are on the road.,LN/000000165518.jpg
LN783,"In this picture there is a house. In front of the house there is a white bridge present. On the floor, there are things like alcohol bottle, drink bottle, bowl visible. In the left there is a chair. In the right there is a vehicle, sky present in the background.",LN/000000536947.jpg
LN784,this image we can see a girl running behind the ball wearing a blue Jersey and short behind her there is another girl standing wearing yellow t-shirt and short.,LN/000000022935.jpg
LN785,In this image we can see a dog on the surfboard and a man swimming in the water.,LN/000000462728.jpg
LN786,"In the center of the picture there is a small train and a track, in the train there are kids sitting. In the background there is a wall. On the top left there is a stand and a speaker. In the left there are cables.",LN/000000001353.jpg
LN787,Here we can see a man holding a racket with his hand. This is ground and there is a board.,LN/000000521956.jpg
LN788,This picture show's an inner view of a kitchen and we see a gas stove and a oven with two napkins hanging and we see a cupboard and a exhaust chimney and a light with a clock in it and we see knife stand and few spoons and forks in the bowl and we see a countertop.,LN/000000177935.jpg
LN789,this picture shows a tennis court where a woman standing and holding a bat in her hand and we see she is looking at a ball in the air and we see empire watching it and we see a small advertisement on the ground,LN/000000037988.jpg
LN790,"There is a pole present in the middle of this image. We can see a house in the background, we can see a glass wall, a plant and other objects in the middle of this image. There are leaves of a tree in the top right corner of this image and we can see wooden objects on the right side of this image.",LN/000000328683.jpg
LN791,"In the picture we can see a giraffe seeing in the window, from the window we can see a building with windows, trees and sky and in the window we can see a tree.",LN/000000442661.jpg
LN792,"In this picture we can see a clock, couple of poles, sign boards, trees, vehicles and buildings. And also we can see ice on the road.",LN/000000043737.jpg
LN793,"In this image we can see sink, tap, countertop, cupboards, carton, wall and window.",LN/000000512476.jpg
LN794,"On the right side of the image, there is a mirror. Top of this, there is a light. Beside this, there is a wall. Below this wall, there are bottles, flower, sink, white color towels and other items on the table. There are some items in the desks which are attached with this table. In the background, there is a white color toilet, wall and roof.",LN/000000210855.jpg
LN795,In the image we can see there is a pole which is on the road and beside the road there is a stand in which there are cans and behind there are trees and there are cars which are parked on the road.,LN/000000458702.jpg
LN796,The picture is clicked on a road where we observe a building on which there are many glass windows on it. There is entrance to the building where Regent palace is written and there is a clock attached to the building in which central is written.,LN/000000076211.jpg
LN797,"In the picture we can see a path, on the path we can see some people are sitting near to it and bird standing on it, beside to path there is a woman standing and capturing a picture and she is wearing hand bag which is brown in color, in the background we can see a water, buildings and trees, and some boats in the water.",LN/000000001268.jpg
LN798,In this picture there are many people standing and holding bags across their shoulders and flying kites in the sky. There are some clouds here.,LN/000000163117.jpg
LN799,A man is riding on the elephant. There are some clothes and seat tied to the elephant. In the background there is a building and sky.,LN/000000415748.jpg
LN800,"In the image we can see there is a dog who is sitting on the ground and there is a kennel, there is a dog bed in it and there is a dog bowl.",LN/000000060835.jpg
LN801,Here we can see banana trees and these are the bananas. In the background there is a sky.,LN/000000575500.jpg
LN802,"This picture is taken outside. There is a man in the center wearing a black jacket and blue jeans. He is holding a bag. Towards the right there is another person wearing a white shirt and blue jeans. Towards the left there is a pole. In the background there is a building, chairs and tables.",LN/000000422836.jpg
LN803,"In this image i can see a glass object in brown color and i can see a person in the glass object. To the left of the image i can see a white candle. In the background i can see the white background, few lights and the brown colored wooden furniture.",LN/000000019742.jpg
LN804,"In this image, there are two kids sitting, in the left side there is a kid sitting and holding a teddy bear which is in black color, in the background there is a white color cloth.",LN/000000321333.jpg
LN805,"In this image we can see a signboard to a pole. On the backside we can see some buildings with windows, vehicles on the road, a tree, some plants, poles, lights and the sky.",LN/000000100283.jpg
LN806,"In this image there is a plant , with full of flowers,buds placed in a glass pot ,and in back ground there is window, trees.",LN/000000512194.jpg
LN807,"In this image we can see two persons on two bikes are on the road. In the background we can see traffic signals in red light, sign boards and underground bridge.",LN/000000178982.jpg
LN808,"Here in the right we can see a woman watching something in the mobile phone present in her hand and in front of her we can see plants, trees present and we can see the sky is cloudy",LN/000000581317.jpg
LN809,"This is a picture of outside of the city, in this picture in the foreground there are some chairs. On the chairs there are some birds and some blankets are there. And on the background there are a group of people who are sitting on chairs, and on the left side there are some plants. And on the top of the left corner there is one bus and some cycles are there and on the top there are some trees and on the top of the right corner there is one building.",LN/000000065288.jpg
LN810,"In this image, I can see two giraffes on the ground and there is a wall and grass. In the background, I can see the trees, fence and a pathway.",LN/000000022969.jpg
LN811,This picture we can see about brown color three teddy bears are sitting on the red checks bed sheet wearing blue color check shirt. In front we can a empty cup and on the left side we can see two lollipop in the hand a teddy bear. Behind a black color truck and in the front bottom side we can see a wooden basket with a teddy bear in it and a white flower bunch on the red bed sheet.,LN/000000211120.jpg
LN812,In this image I can see a horse and number of trees in the background. Here on ground I can see leaves and few woods.,LN/000000227686.jpg
LN813,"In the image we can see girl standing and holding a doll in her hand. These are the road cone. There are even other people who are getting into airplane, there is a building. This is a tree and sky.",LN/000000381639.jpg
LN814,"The images taken to from a website there is a name of the website to the left side bottom of the image, there is railway station there is a yellow train coming in the forward direction,to the right side on the platform there is a man walking,he is holding a bag in his hand beside him there is cream color fencing around the platform, behind that there is some building it looks like some machinery equipment is inside that,there are also many signal poles in the image,on the either side of the railway track there are many plants.",LN/000000304365.jpg
LN815,"In this image I can see a cat on the chair,back ground I can see a white color and on the left i can see there is a book and there are some other objects kept on the table.",LN/000000179392.jpg
LN816,"In this image there are 2 persons doing skating in the road, at the back ground there are cars, buildings,sheds, name board, light attached to building.",LN/000000278705.jpg
LN817,"This picture is clicked inside the room. Here, we see two refrigerators, one in white color and the other in green color. On right bottom of picture, we see chair. Beside that, there is a white wall and window from which we see tree.",LN/000000168593.jpg
LN818,In this picture in the middle there are two sinks which are in white color. To the bottom there are two toilet seats. On the top there is one toilet seat. To the right corner there are blue color tiles to the wall.,LN/000000035770.jpg
LN819,"In this image there is a lady person wearing white color dress carrying bag sitting on the chair and taking snap of some food which is in the plate,at the foreground of the image there is some food in the plate,drink,flower vase,spoons,forks and a national flag and at the background of the image there is a person wearing blue color dress carrying bag walking.",LN/000000226147.jpg
LN820,"A woman is skating on the skate board behind a fence. In the background there are few people skating on the left. On the right there are few people at the fence,trees,buildings,clouds and sky.",LN/000000500270.jpg
LN821,"This image is taken inside a restaurant. In the right side of the image there are few empty chairs and tables. In the top right of the image there is a wall with picture frame on it. At the top of the image there is a ceiling with lamps. In the bottom of the image there is a floor. In the left side of the image there is a floor. In the left side of the image there is a table with many books and papers on it. In the middle of the image there are three empty chairs. In this image there are two people, a woman and a man. In the background there is a kitchen with few vessels, basket, jars and plates.",LN/000000173302.jpg
LN822,This picture is taken in a bathroom. There is a toilet seat in the center and there is flush tank above it. In the left there is a hand flushing the button.,LN/000000484415.jpg
LN823,"In this picture there are some people sitting and standing on the beach wearing hats and there are some different kinds of kites, flying in the sky. In the background there are some trees here.",LN/000000570688.jpg
LN824,"In the picture there is a boy,he is catching a telephone with his hands,beside him there is a wall,on the wall there is a frame,near to the wall there is a shelf,on the shelf there are some books,there is a houseplant.",LN/000000489611.jpg
LN825,"This is a picture taken in a room. the floor is covered with wood and on the floor there are mat, chairs, tables, sofa and wooden shelf. On the table there are toy and some decorative item and in the shelf's there are books and on top of it there are photo frames. Beside the shelf's there is a house plant, glass window, and a wall with decorative items. Through the window we can see the trees and sky.",LN/000000340175.jpg
LN826,"In this picture, there is a table which is in white color, on that table there are some bowls which are in black color which contains some food items in that, there is a black color box kept on the table.",LN/000000194940.jpg
LN827,"In the image we can see there are elephants which are standing on the ground, the ground is covered with grass and there is a rope fencing and behind there are trees and there are trees and there are tree logs kept on the ground.",LN/000000565624.jpg
LN828,"In the image there is a table, on table we can see donuts.",LN/000000066926.jpg
LN829,"In this image we can see a sofa, three people are sitting on the sofa and a man is standing in the middle of the image, we can see a table on the left side of the image, there is a book placed on a table and you can see a plant hear, in the background a person is standing and looking outside, on the right side of the image there is a plant, we can see some contains here, and a door here, from the window we can see some trees.",LN/000000115870.jpg
LN830,"This is a picture clicked in a kitchen of a house, in the picture there is a girl in front of a refrigerator. In the background of the center there are eggs, jars, tins and many edibles. On the left there is a closet. The kid is wearing a pink color dress.",LN/000000231339.jpg
LN831,"In this picture there is a man who is sitting in the refrigerator and there is a desk at the left side of the image, there is a bag at the right side of the image, there are bottles and other wrappers in the refrigerator.",LN/000000215114.jpg
LN832,"There is a person walking holding an umbrella in his hand. On the other side there are some cars parked on the road. We can observe a tree here. There are some plants and a railing here. In the background there are some poles,buildings and a sky here.",LN/000000575243.jpg
LN833,"In the foreground, I can see a woman is holding a badminton racket in hand is standing on grass and I can see white lines. At the top, I can see a net.",LN/000000032081.jpg
LN834,"This image consists of a man who is wearing black color blazer, white shirt and tie. Only half of his face is visible.",LN/000000018770.jpg
LN835,"This picture is taken at the sea shore, in the middle there is a man standing and he is holding a blue color object, in the right side there are some people walking and they are holding white color objects, in the background there is a black color mountain and there are some green color trees, in the top there is sky which is cloudy and in white color.",LN/000000493864.jpg
LN836,"This is the picture of a street where we have a signal pole in between and a sign board to it and behind there are some trees, cars, building and some poles.",LN/000000260266.jpg
LN837,"In this picture we can see a table, on it we have some eatable things, glasses, cups and some packets.",LN/000000070048.jpg
LN838,"This picture is taken in the ground, there is grass on the ground and there are some people playing the game, there are some people sitting and watching the game.",LN/000000095862.jpg
LN839,"This image is taken in a bathroom having a toilet. Few toys are on it. There is a rack having towel, basket, brush are on it. At right bottom there is a sink. At left top there is window.",LN/000000117914.jpg
LN840,In this image we can see a rose flower in the glass flower vase placed on the wooden log. In the background we can see trees.,LN/000000376478.jpg
LN841,"In this picture we can see a person sitting inside the car on the road. Here we can see an animal near to the store. These are traffic signals. On the background we can see buildings and vehicles running on the road. At the top there is a sky. in front of the store we can see table , chairs and sofas.",LN/000000555050.jpg
LN842,In this image there are of zebras standing. Some of them are eating grass. There is grass on the ground. In the background there is wall and mesh. ,LN/000000562443.jpg
LN843,"This image consists of a bus in blue and white color. To the right bottom, there is a pavement on which a man wearing headset is walking to board the bus. To the bottom left, there is road. To the top right, there is a tree along with pole and bus stop. To the top left, there is a building. At the top, there is sky.",LN/000000333402.jpg
LN844,In this picture we see 3 to 4 tall buildings. At the center we see a pole on which 4 boards present directing the ways to the people. Behind the pole there is a street light visible. At the top left we see sky,LN/000000374727.jpg
LN845,This is the picture outside of the garage. In the foreground there is a vehicle. At the back there is a car and there are trees. At the left side of the image there are bicycles inside the shed. At the bottom there is a grass and there is a dog. At the top there is a sky.,LN/000000007386.jpg
LN846,"This person standing. We can see table,stove,furniture,sink,on the table there are bowls,food,and some cooking objects and we can see bowls,spoons on the furniture. On the we can see wall,bowls,pans,spoons and some cooking objects. This is floor.",LN/000000397133.jpg
LN847,In this image i can see a puppy biting a man's hand and at the right side of the image there are some books.,LN/000000375278.jpg
LN848,A person is riding a surfboard on this matter.,LN/000000210915.jpg
LN849,In this image i can see a two people sitting on the bike. The bike is on the road. There are wearing helmet. At the background we can see few people. There is a tree and signboard which is in yellow and brown color and some thing is written on it. There is a water. The person is sitting on the stone.,LN/000000102411.jpg
LN850,"The image is taken on the road. We can see trees, poles, traffic lights, and street lights attached to the wall. In the background there are buildings.",LN/000000281179.jpg
LN851,In the middle of the image a man wearing black t-shirt and glasses is holding a plate of food. There is a bag on his lap. On the right there is a freezer. In the left there is a metal stand. In the background on the left there is curtain. In the background there is wall. On the freezer there is a blue glass.,LN/000000296222.jpg
LN852,"In this image i can see a few persons standing. On the table there is a system,bottle,speaker,mouse,cup and a tissue. At the back side the woman is sitting on the chair. The wall is in white color.",LN/000000275749.jpg
LN853,In this image I can see a hand of a person is holding a disc. I can also see a mouse pad and a laptop.,LN/000000181499.jpg
LN854,"On right side of the image, we can see a human is holding a stick and wear cap on his head. In the middle we can see water and some yellow color. At the bottom , there is a grass and ground we can see.",LN/000000101068.jpg
LN855,"In this picture there are group of people walking in a sand , 2 woman's standing and holding tennis rackets in their hand ,and at the back ground there is a house, flag, cars , dustbin, pole , trees,buildings, mountains, sky.",LN/000000033221.jpg
LN856,"In this image we can see a train on the railway track. This is the platform where few track are kept. In the background we can see a fence, house and sky.",LN/000000180188.jpg
LN857,"In this image there is a man who is standing at the center of the image, by holding a bowl of fruits, and there is another big bowl of fruits, which is placed on a table in front of the man, the bowls contains pineapple, grapes, and banana and other fruits, there is a kitchen platform at the background area of the image, the man is wearing the apron.",LN/000000489305.jpg
LN858,"In this image some vehicles,persons and some buildings are there and many trees are also there and the background is greenery.",LN/000000530470.jpg
LN859,"It is a monsoon season there are two people walking under an umbrella on the sand,the woman is holding a bag in her hand both of them wearing winter jackets,to the left side there is a brick wall,in the background there are street lights and there is also a snowfall.",LN/000000248284.jpg
LN860,In this picture we can see a woman wore swimming suit and standing on a fish in the water and in the background we can see a rock.,LN/000000190307.jpg
LN861,In this image there is ground and there is a wooden stick at the bottom. There are metal objects on the right corner. There are plants on the left corner. There is a wall and they look like windows in the background. There are animals in the foreground.,LN/000000445248.jpg
LN862,This is the bus which is green in color is moving on the road. I can see a person driving the bus. There are two people riding motorbike. These are the buildings and trees. This looks like a cell phone tower. At background i can see few vehicles on the road.,LN/000000226154.jpg
LN863,"In this image, we can see kitchen platform, few items are placed on it, here cupboards, cover. On left side, we can see a refrigerator and microwave oven, few items are placed on it. On right side, there is a door, some stickers. At the bottom, we can see floor and background there is a white wall, pipes and white roof and light we can see.",LN/000000453302.jpg
LN864,"In the center of the image we can see two black bear. On the bottom there is a stone, On the top there is a tree.",LN/000000414261.jpg
LN865,"In this picture we can see two persons standing, two persons are holding surfboards, in the background there are some water, in the top of the image we can see a cloudy sky.",LN/000000515445.jpg
LN866,In this image there are vehicles on the road. There are people on the pavement. Right side there is a person carrying a bag. He is standing on the pavement. There are boards attached to the poles. Background there are trees and buildings. Top of the image there is sky.,LN/000000356387.jpg
LN867,"There is a person sitting and holding a fork which is on the food item on the plate on the table. In front of him, there is a glass filled with juice, food items on the plates, knife, paper and other items.",LN/000000189752.jpg
LN868,In this image i can see three zebras which are standing on the ground at the background of the image there are some trees and buildings.,LN/000000501243.jpg
LN869,"In this image, a human is surfing a surf board on the water and background we can see a bridge, rods, poles, shed, house and sky we can see.",LN/000000230819.jpg
LN870,"In the image there are bread toast on the left side, in the middle there is a jam bowl and butter bowl with fork and knife with a meat piece beside it, on right side there is a bowl full of banana sliced,apples and oranges, All are on a wooden plank.",LN/000000322959.jpg
LN871,In this image there is a kid wearing red color dress playing with a doll which is in the toilet and at the top of the image there is a tissue paper and wall.,LN/000000315492.jpg
LN872,"There are two men playing football and we can see both are jumping. In the background there is a wall,door.",LN/000000163118.jpg
LN873,In this image we can see many boats in the water. In the background we can see moon in the sky.,LN/000000079837.jpg
LN874,"In this image there are dough nuts ,food,,pizza, slices, burgers in the plates, glasses, saucers ,jug, cups, spoons, forks ,salt and pepper jars on a table ,and around table there are 3 persons sitting in chairs , another group of people sitting in chairs , there are tables, food, plates.",LN/000000363666.jpg
LN875,"This is the glass dining table with four wine glasses,tumblers,plates,spoons,napkins,dining mat,candles on the candle stand,flower vase placed on it. These are the dining chair. This is the couch with cushions on it. Here is the teapoy with a bowl and few other objects. This is the lamp and photo frame placed on the table. This is the lamp with a lamp stand. Here is the frame attached to the wall. These are the curtains hanging. This looks like a window with glass doors. I can see another table with few objects on it.",LN/000000572678.jpg
LN876,"In this image I see a dog which is of brown in color and it is on the couch and I see blankets near to the dog. In the background I see a rod, a thing near to the window and I see the wall.",LN/000000222317.jpg
LN877,In this picture there is a woman in grey t shirt was holding a baby with towel. The baby is brushing his teeth and the woman is smiling. Behind the woman there is a white wall.,LN/000000500565.jpg
LN878,"In this picture we can see many clocks on the wall. There is a mirror, lights on wall. A black object and few glasses are seen.",LN/000000218362.jpg
LN879,"In this image there is a kitchen platform. To the left there is four burner gas stove. Beside it there is meat on the chopping board. On the platform there are carrots, onions, apple, garlic and herbs on the paper. To the top left corner there is a whisker. ",LN/000000203095.jpg
LN880,This is an outside view. Here I can see few vehicles on the ground. In the background there is a building along with the glass windows. In the bottom right-hand corner there is a logo.,LN/000000426372.jpg
LN881,Here in the middle we can see a cat standing in a sink and beside her we can see tissue roll present and above her we can see bottles placed on a glass rack,LN/000000227044.jpg
LN882,"I can see in this image a man is holding a bat is hand and the man is wearing a blue color shirt, white color shorts and shoes. In the background I can see house, a ball and other objects on the ground.",LN/000000431693.jpg
LN883,"This is a kitchen with a fridge on the right side. A cupboard is over there. On the cupboard there is a cover, sink, taps. On the background there are windows. On the ceiling there are lights. Also there are curtains on the windows.",LN/000000452793.jpg
LN884,"In this image, I can see a motorbike, rocks, boards to the poles and few objects on the ground. In the background there are trees, a pole and a bench on the grass.",LN/000000410878.jpg
LN885,"In the image it looks like some hill station and the area is completely covered with snow,there is a person who is trekking on the snow,to the left side there is a tree and it is covered with a lot of ice,the person is wearing a black jacket and a trouser,to the right side there are two objects below the picture.",LN/000000117645.jpg
LN886,In this image I can see a man and he is holding a yellow colour of frisbee. I can see he is wearing t-shirt and shorts. I can also see sky.,LN/000000128654.jpg
LN887,"In this picture we can see a baby standing near to the apple boxes and touching the apples, apples are green, and red in color.",LN/000000359833.jpg
LN888,"This image is clicked on a road. There is a bus in yellow color. To the right, there are cars. To the bottom left, there is pavement. To the top right, there are buildings. At the bottom, there is road.",LN/000000269632.jpg
LN889,"As we can see in the image there is a yellow color wall and a bed. On bed there is a man laying. He is wearing black color heels, black color t shirt and spectacles. On bed there are pillows.",LN/000000061960.jpg
LN890,"In this Image I see the road, grass, street lights, traffic signals and I see few boards and In the background I see the trees and the dark sky.",LN/000000423798.jpg
LN891,"In this image there are sanitary equipments at the right and left side of the image, and there are cupboards at the front side of the image, there are two mirrors and lamps at the right and left side of the image, there are taps above the sinks.",LN/000000491071.jpg
LN892,"In the image in middle we can see a hoarding on which it is written as 'STOP', in background we can see some trees and plants.",LN/000000252332.jpg
LN893,Here few people are standing and wears a white color t-shirt it's a sky.,LN/000000243989.jpg
LN894,"In this image, in the middle there is a table, on that table there are some plates which are in white color, there are some glasses, there are some bottles, these are some spoons, there are some people sitting on the chairs around the table, in the background there is a yellow color wall and there are some windows and in the left side there is a white color door.",LN/000000483999.jpg
LN895,In this black bowl we can able to see a cat is sleeping and this black bowl is kept on a wooden surface.,LN/000000125850.jpg
LN896,On the table we can see two glasses with wine and some liquid respectively and also on the plate there are food items and a bowl with soup. In the background there are chairs and tables.,LN/000000551822.jpg
LN897,"In the image we can see there is a dog which is wearing cap, the dog is in cream colour and the cap is in cream colour and background there is ground which is covered with grass but the image is little blue.",LN/000000361571.jpg
LN898,In the center of the image there is a lady standing and holding a racket in her hand.,LN/000000449579.jpg
LN899,"In this picture we can see a man surfing on surf board on water, we can also see two persons in the background in water, there are some number of rocks in the background, The Man standing and surfboard wore black color suit and white color cap.",LN/000000209829.jpg
LN900,"In the picture we can see a board which is red circle placed on the path, the path borders are yellow in color near to the building there is a wall with door which is with wooden and another door is red in color.",LN/000000402096.jpg
LN901,"n this image i can see a board, a pole and a road at the back ground i can see few buildings, lights and tree at the top there is a sky.",LN/000000343976.jpg
LN902,On the table there is a pan with pizza on it. To the right side there is a fork and plate on it. In front of the table there is a person sitting and kept his hands on the table.,LN/000000378284.jpg
LN903,"There is a girl standing on the floor. This is carpet. Here we can see sofas, pillows, table, frame, toys, and a box. Here we can see a flower vase. In the background there is a wall and these are the frames. Here we can see a curtain and this is light.",LN/000000559543.jpg
LN904,"In the image we can see in a plate there are food items and there is a cappuccino cup and there is a sheet of paper on which the image is college, there is a book and a pen.",LN/000000066706.jpg
LN905,This image is taken indoors. In the background there is a window. At the bottom of the image there is a bowl on the table. In the middle of the image there is a flower vase on the table. On the right side of the image there is an object on the table.,LN/000000550426.jpg
LN906,This image contains a dog hidden partially under a cloth is on floor.,LN/000000486479.jpg
LN907,"In this image, we can see group[,of people, few are running, few are standing. There are so many chairs in this image. In the bottom, we can see grass and ball. Left side, human is sat on the ground. Back Side, we can see so many trees. In this image, few peoples are wearing caps on his head.",LN/000000559842.jpg
LN908,Here we can see cars on the road. These are the poles and there are lights. This is a traffic signal. In the background there are trees and this is sky.,LN/000000269942.jpg
LN909,"In this image i can see a sea and a person standing in the sea and holding a parachute and he is smiling , beside him there is a dog stand in the sea and in the sky i can see a parachute and there is a sky on the background.",LN/000000273232.jpg
LN910,"There is a clock which has blue stand attached to it and there is a building beside it and there are trees,cars and a building behind it.",LN/000000427055.jpg
LN911,In this image i can see the wall to which number of clocks are hanged. I can see a digital clock in the middle. To the left of the image i can see a mirror without frame. To the top of the image i can see the ceiling.,LN/000000218362.jpg
LN912,This woman is laying on this red color bed and working and looking on this laptop. Beside this woman there is a cloth. This is apple laptop.,LN/000000553788.jpg
LN913,In the image we can see that this is a plate. In the plate there is a pizza. Beside here is a glass.,LN/000000532129.jpg
LN914,"In this Image I see a building over here and I see 2 poles on which there are boards and one of them says ""One Way"" and other one says ""No Standing Anytime"" and in the background I see the bridge, blue color sky and a wire over here.",LN/000000528977.jpg
LN915,"In the middle there is a man with black t-shirt, grey pant and black cap on his head and he is standing. He is wearing gloves to his hand. In the background there is a fencing. Outside the fencing there are some trees and house.",LN/000000213171.jpg
LN916,"In the image we can see on a plate there are bread and meat, there is a food item which is kept.",LN/000000255747.jpg
LN917,"In this image, we can see few peoples are near the white table. There are so many items are placed on the table. On left side, woman is holding a pen in his hand. Background we can see lamp, door, brick wall.",LN/000000244750.jpg
LN918,"In this image, theres grass on the ground which is in green color, in the middle there is a white color animal standing, in the right side there is a white color stone wall.",LN/000000046804.jpg
LN919,"In the picture a person is holding the food item with his hand there is a book near to the person through the window we can see trees,buildings and clear sky.",LN/000000093353.jpg
LN920,"As we can see in the image there is a sky, tree and a car. In car there is a brown color dog and in the background there are plants.",LN/000000065485.jpg
LN921,"There is a sign board on the left side. It is representing address board. There is a houses on top of the left. There is a wooden board,posters,poles banners on the right side. We can see in the background sky. trees.",LN/000000259854.jpg
LN922,"In the image there is bowl with sandwich and lettuce, and beside there is another bowl with apples pieces and in front there is a banana , all are on table.",LN/000000113589.jpg
LN923,"This picture is clicked outside the city. In this picture, we see many trees and bunch of bananas and coconut are placed on bench. On background, we see a chair and water in sea or river. On water, there is a bridge. On left right corner of picture, we see a cradle like thing.",LN/000000112378.jpg
LN924,"The picture is clicked in a store or a shopping mall. In the foreground of the picture there are two women standing, in the center there is a woman in white dress, to the left there is a woman in red shirt. In the background of the center there is a mat, on the mat there is a man walking. on the left there is a couch, on the couch there are pillows. To the top left there is a frame and ceiling. In the center of the background there is dining table, flower vase, a television. To the top of the background there is ceiling and lights and hoarding.",LN/000000357978.jpg
LN925,"In this picture there is a man standing and holding a table tennis bat and in the backdrop there is a wall and shuttle racket, and some bottles and this man is looking at the floor.",LN/000000112298.jpg
LN926,In this image there are chips packets in a rack inside the refrigerator.,LN/000000222455.jpg
LN927,In this image some airplane is flying on the air and below the airplane some trees are there.,LN/000000189828.jpg
LN928,"This is the man standing wearing the backpack bag. He wore a jerkin,gloves,trouser,shoes. This is the ski-board. He is holding sticks in his hands. this is the snow.,These are the trees. At background I can see mountains covered with snow.",LN/000000573258.jpg
LN929,In the center of the image we can see a bike on the road. There are plants. To the left side of the image there is a river. In the background of the image there are trees.,LN/000000140420.jpg
LN930,This is a picture taken in the outdoors. This is grass and there is a fencing. Behind the fencing there is a woman standing on the path and holding a tennis racket and beside the woman there is other person standing. Behind the people there are trees and sky.,LN/000000292225.jpg
LN931,In this image there are so many books are there on bed and some books has kept on the rack and some animal is sitting on the books.,LN/000000309938.jpg
LN932,"In this image, we can see a boy holding a toothbrush and keeping it in his mouth. In the top left corner, there is a watermark in the image.",LN/000000193348.jpg
LN933,"This is a giraffe eating grass. Behind it there are bare trees,fence,pole,houses and sky.",LN/000000289659.jpg
LN934,"In this image, there are some bikes which are in black and orange color, there are some people sitting on the chairs, there are some wine bottles and there is a yellow color wall.",LN/000000194875.jpg
LN935,"As we can see in the image there is tree stem, mud and dog. There are dry leaves. The dog is in white and black color.",LN/000000030494.jpg
LN936,"This looks like a micro oven with control buttons attached to it. This is pizza with cheese,parsley,tomato and few other ingredients on it. This pizza is placed on the tray with silver foil inside the micro oven.",LN/000000172396.jpg
LN937,"In this image we can see a woman is standing on the ground, and holding the racket and ball in the hand, at back ground here is the hoarding, something written on it, at back here are the group of people sitting on the chairs, here are the trees.",LN/000000403122.jpg
LN938,"In this image, we can see cats and in the background, there is a wall.",LN/000000402473.jpg
LN939,"In this picture we can see couple of vehicles on the road and a man is standing in the middle of the road, also we can find a fence, couple of traffic lights, poles and buildings.",LN/000000334371.jpg
LN940,"On the background we can see sky. These are trees. Near to the fence we can see animals gazing and standing on a grass. In Front of the picture we can see animals standing. This is a truck, vehicle.",LN/000000467776.jpg
LN941,"There is a blue car in the left which is covered with snow and there is a car damaged due to a traffic pole and there are few vehicles,buildings and trees in the background.",LN/000000292997.jpg
LN942,This kid wore helmet and sitting on a animal. Background there are trees. This kid is facing left side.,LN/000000045070.jpg
LN943,"In this picture we can see a group of people snowboarding on snow with skis and in the background we can see fence, sky, pole, wires, rod.",LN/000000051938.jpg
LN944,"In this image I can see two monitors, a keyboard, a mug, a phone, a mouse and few wires. In this screen I can see two more monitors, a keyboard, a mouse, a mug and few more stuffs.",LN/000000549674.jpg
LN945,In this image there is a pole in the foreground and a board attached to it which shows the direction. At the background there is a road and vehicles on it and there are buildings and trees beside it. There is a traffic signal on the road. At the top there is sky and white clouds.,LN/000000323571.jpg
LN946,In this image we can see dell and sony camera and motorola ipod.,LN/000000228981.jpg
LN947,"In the image there is a pan with full of broccoli,carrots and many veggies in it along with a spoon on a table.",LN/000000029640.jpg
LN948,"In the picture we can see a wooden based on that we can see a laptop which is apple, and just beside to it there is a scissors, plaster, and some colored papers.",LN/000000324715.jpg
LN949,"A girl is standing and a person is standing and holding a plate and a spoon. In front of them there is a table. On the table there are plates, cakes, and spoons. In the background there is a wall, door , cupboard, photo frames.",LN/000000374083.jpg
LN950,"In this image, there is a carpet which is in blue color, there are slippers which are in black color kept on the floor, there is a teddy bear which is in white color kept on the floor, there is a person sitting on the floor, in the background there is a white color wall and there is a black color object kept on the floor.",LN/000000567886.jpg
LN951,In this image I can see two people are with ski boards and these people are in the snow they are holding sticks and one person is wearing the bag. To the side of these people there are many trees and the board in the back.,LN/000000086755.jpg
LN952,"In the picture there is a bird inside the restaurant it is walking on the floor, there is a dining table, behind the table there is a person serving the food in front of person there are large variety of food items placed on the table,the table is of yellow and orange color.",LN/000000082696.jpg
