prompt_id,prompt,ref_image
MS2806,A dog faces a light up cow ornament.,COCO/COCO_val2014_000000090366.jpg
MS2807,A man is sitting on his motorcycle. ,COCO/COCO_val2014_000000453799.jpg
MS2808,A small bird standing on a rocky ground.,COCO/COCO_val2014_000000186938.jpg
MS2809,a bride and groom are cutting a red and white cake,COCO/COCO_val2014_000000123810.jpg
MS2810,A young toddler walks across the grass in a park.,COCO/COCO_val2014_000000517822.jpg
MS2811,There is an electronic sign next to a road sign.,COCO/COCO_val2014_000000563604.jpg
MS2812,there is a man walking on the beach holding two surf boards,COCO/COCO_val2014_000000531633.jpg
MS2813,a toilet and sink with a starwars wall paper,COCO/COCO_val2014_000000563185.jpg
MS2814,a panda bear relaxing on a ledge in the shade,COCO/COCO_val2014_000000350794.jpg
MS2815,A contemporary kitchen featuring wood floors and a stainless steel oven.,COCO/COCO_val2014_000000308799.jpg
MS2816,A row of wagons being pulled by horses. ,COCO/COCO_val2014_000000496450.jpg
MS2817,There are many zebras standing around in a field,COCO/COCO_val2014_000000473929.jpg
MS2818,a blender holding some items to make a smoothie with,COCO/COCO_val2014_000000210108.jpg
MS2819,A woman is playing with a video game controller.,COCO/COCO_val2014_000000383838.jpg
MS2820,Passengers getting ready to board a small aircraft.,COCO/COCO_val2014_000000430750.jpg
MS2821,A row of laptop computers sitting on a long desk.,COCO/COCO_val2014_000000434900.jpg
MS2822,The orange and white train is running beneath wires. ,COCO/COCO_val2014_000000550173.jpg
MS2823,a piece of pie on a white plate next to a keyboard.,COCO/COCO_val2014_000000430002.jpg
MS2824,Two elephants in a dirt covered enclosure with a reenforced fence.,COCO/COCO_val2014_000000213795.jpg
MS2825,a white polar bear drinking water from a water source next to some rocks.,COCO/COCO_val2014_000000006437.jpg
MS2826,A bathroom has a sink on legs and round lights.,COCO/COCO_val2014_000000324253.jpg
MS2827,A beige building with a red and white clock tower. ,COCO/COCO_val2014_000000574110.jpg
MS2828,A cat sitting on the edge of a tub with the faucet running.,COCO/COCO_val2014_000000497443.jpg
MS2829,A black and white photograph of a boat in the water. ,COCO/COCO_val2014_000000545924.jpg
MS2830,"Three people sitting at a table, two with laptops and the other writing on paper.",COCO/COCO_val2014_000000437180.jpg
MS2831,a stop sign with some graffiti written on it ,COCO/COCO_val2014_000000227134.jpg
MS2832,a yellow and black train sitting next to a platform ,COCO/COCO_val2014_000000474974.jpg
MS2833,The man is cutting trees down outside. ,COCO/COCO_val2014_000000148392.jpg
MS2834,"a large building, leafless trees and a fountain",COCO/COCO_val2014_000000043202.jpg
MS2835,Bright STOP sign sitting at a city intersection. ,COCO/COCO_val2014_000000197090.jpg
MS2836,A man riding a motorcycle on a dirt road.,COCO/COCO_val2014_000000029776.jpg
MS2837,A small child is holding a toothbrush while lying down.,COCO/COCO_val2014_000000462890.jpg
MS2838,A man backpacking up the side of a mountain slope.,COCO/COCO_val2014_000000288442.jpg
MS2839,two elephants with riding chairs strapped to their backs.,COCO/COCO_val2014_000000138119.jpg
MS2840,two big pizzas with little cheese and basil are on the table. ,COCO/COCO_val2014_000000114108.jpg
MS2841,An airplane being checked by airplane mechanics in an airport.,COCO/COCO_val2014_000000550055.jpg
MS2842,Man holds tightly to tethered line while riding a board rather than skis.,COCO/COCO_val2014_000000138937.jpg
MS2843,A man riding on top of a surfboard in the ocean.,COCO/COCO_val2014_000000485212.jpg
MS2844,a plate of stuffed shells and carrots on a table top. ,COCO/COCO_val2014_000000136795.jpg
MS2845,"Mostly men in suits posing for a group picture in front of a ""TRADE WINDS - ASIA"" sign.",COCO/COCO_val2014_000000081860.jpg
MS2846,A MAN SITTING DOWN AT A TABLE EATING SOMETHING,COCO/COCO_val2014_000000061967.jpg
MS2847,A traffic light that has the no walk signal lit up.,COCO/COCO_val2014_000000179926.jpg
MS2848,A black and white photograph of a motorcycle.,COCO/COCO_val2014_000000226662.jpg
MS2849,A city bus parked at the curb ,COCO/COCO_val2014_000000226065.jpg
MS2850,A tall brown teddy bear trying to breast feed from a woman.,COCO/COCO_val2014_000000326479.jpg
MS2851,A group of athletes sitting in chairs looking disappointed.,COCO/COCO_val2014_000000073622.jpg
MS2852,Baseball players are in their positions to play the game. ,COCO/COCO_val2014_000000144562.jpg
MS2853,A display of teddy bears and sugary snacks,COCO/COCO_val2014_000000009262.jpg
MS2854,A bird who is sitting on a computer keyboard.,COCO/COCO_val2014_000000577522.jpg
MS2855,Signs advertising library events at the edge of a town,COCO/COCO_val2014_000000516542.jpg
MS2856,A pay phone sits on a wet sidewalk on a gloomy day. ,COCO/COCO_val2014_000000214295.jpg
MS2857,A baseball player in uniform is standing holding his bat.,COCO/COCO_val2014_000000432453.jpg
MS2858,A white large plate served with a small portion of food,COCO/COCO_val2014_000000165014.jpg
MS2859,A sink is under a mirror with bottles of soap and lotion.,COCO/COCO_val2014_000000450125.jpg
MS2860,A cat is looking in a mirror with postcards all around it.,COCO/COCO_val2014_000000258998.jpg
MS2861,A large blue train on a steel track.,COCO/COCO_val2014_000000022215.jpg
MS2862,An outdoor eating area with benches and umbrellas next to several food carts.,COCO/COCO_val2014_000000234914.jpg
MS2863,Old photo of man sitting on his motorcycle,COCO/COCO_val2014_000000160190.jpg
MS2864,A man in black shirt and shorts playing tennis.,COCO/COCO_val2014_000000572081.jpg
MS2865,A toddler in his underwear stands in front of a sink.,COCO/COCO_val2014_000000543740.jpg
MS2866,A man playing tennis on the tennis court while his coaches watch. ,COCO/COCO_val2014_000000036773.jpg
MS2867,A group of people who are holding white remote controls.,COCO/COCO_val2014_000000140332.jpg
MS2868,"A youth holds a soccer ball while another youth is behind him, looking at the first youth.",COCO/COCO_val2014_000000474028.jpg
MS2869,a man with beer or wine smiles at the camera,COCO/COCO_val2014_000000265879.jpg
MS2870,A woman is helping a child put on skis.,COCO/COCO_val2014_000000243148.jpg
MS2871,a woman going to touch a horse in a field,COCO/COCO_val2014_000000444444.jpg
MS2872,A small white toilet sitting next to a metal trash can.,COCO/COCO_val2014_000000075051.jpg
MS2873,a public transit bus on a city street,COCO/COCO_val2014_000000165039.jpg
MS2874,A women with headphones on writing on a glass wall.,COCO/COCO_val2014_000000122678.jpg
MS2875,a group of kites attached on to fishing poles on the beach,COCO/COCO_val2014_000000558013.jpg
MS2876,Two ducks swimming in a body of water.,COCO/COCO_val2014_000000438221.jpg
MS2877,A giraffe is eating out of a bucket on a fence.,COCO/COCO_val2014_000000011202.jpg
MS2878,A woman with a tie and purple hair.,COCO/COCO_val2014_000000497297.jpg
MS2879,Two people with skis on at the top of a mountain. ,COCO/COCO_val2014_000000567740.jpg
MS2880,An orange cat looking at another cat inside of a bag.,COCO/COCO_val2014_000000063970.jpg
MS2881,A black and white dog lays his head against the arm of a couch.,COCO/COCO_val2014_000000279994.jpg
MS2882,A woman holding a piece of food in her hand.,COCO/COCO_val2014_000000271681.jpg
MS2883,A man jumping in the air holding a racket with group of people looking on.,COCO/COCO_val2014_000000314667.jpg
MS2884,A large whirlpool tub in the corner of a tiled bathroom,COCO/COCO_val2014_000000262440.jpg
MS2885,a cat is laying on a window ledge,COCO/COCO_val2014_000000059501.jpg
MS2886,A large group od glass object on a table in front of a mirror.,COCO/COCO_val2014_000000486290.jpg
MS2887,A black and white photo of a family of elephants.,COCO/COCO_val2014_000000510915.jpg
MS2888,A train is in the distance traveling down the tracks. ,COCO/COCO_val2014_000000556653.jpg
MS2889,A passenger train sits at a station in the dark.,COCO/COCO_val2014_000000080130.jpg
MS2890,A man on a surfboard riding a wave in the ocean. ,COCO/COCO_val2014_000000361587.jpg
MS2891,Luggage is piled up in a lobby area while two people sit on a bench in the background.,COCO/COCO_val2014_000000220808.jpg
MS2892,A decorated old truck is parked on the grass.,COCO/COCO_val2014_000000391810.jpg
MS2893,some giraffes standing by some leafy trees ,COCO/COCO_val2014_000000451151.jpg
MS2894,Two large horses are pulling a family in a carriage.,COCO/COCO_val2014_000000310669.jpg
MS2895,a bird perched outdoors on a bird feed cage.,COCO/COCO_val2014_000000235902.jpg
MS2896,two men are laughing while in front of the laptops.,COCO/COCO_val2014_000000135478.jpg
MS2897,A man riding a skateboard down a metal hang rail.,COCO/COCO_val2014_000000529065.jpg
MS2898,A woman wearing all white hits the ball while playing tennis,COCO/COCO_val2014_000000153822.jpg
MS2899,A cat laying inside of a white laundry basket.,COCO/COCO_val2014_000000404349.jpg
MS2900,A collection of fruit is sitting on a table.,COCO/COCO_val2014_000000139734.jpg
MS2901,A small bathroom with a white toilet next to a shower curtain covered bath tub.,COCO/COCO_val2014_000000357567.jpg
MS2902,A hot dog on a bun with pickle and tomato.,COCO/COCO_val2014_000000135436.jpg
MS2903,A fish and fries on a plate during a restaurant setting meal.,COCO/COCO_val2014_000000494580.jpg
MS2904,Seven birds flying together in a lightly clouded sky,COCO/COCO_val2014_000000110997.jpg
MS2905,A rainbow in the sky over chapel rd,COCO/COCO_val2014_000000337653.jpg
MS2906,this is a group of people out to eat together,COCO/COCO_val2014_000000247839.jpg
MS2907,a couple of horses that are eating out of a field,COCO/COCO_val2014_000000281649.jpg
MS2908,"A bathroom area with toilet, sink and tub.",COCO/COCO_val2014_000000576576.jpg
MS2909,The traffic light is lit up on red.,COCO/COCO_val2014_000000533311.jpg
MS2910,A street full of motorcycles and their riders,COCO/COCO_val2014_000000525971.jpg
MS2911,A couple of bags of luggage sitting on top of a ship.,COCO/COCO_val2014_000000388569.jpg
MS2912,A man doing a trick on a skateboard over some steps.,COCO/COCO_val2014_000000211097.jpg
MS2913,"A selection of food, including soup, and sandwich, eggs, and cheese.",COCO/COCO_val2014_000000202998.jpg
MS2914,Person down hill skiing in well groomed snow,COCO/COCO_val2014_000000034020.jpg
MS2915,a fire hydrant near a tall bush in a field ,COCO/COCO_val2014_000000087875.jpg
MS2916,There is a sign for an exit on a highway.,COCO/COCO_val2014_000000225532.jpg
MS2917,A small bathroom with a striped tile floor.,COCO/COCO_val2014_000000156754.jpg
MS2918,"A being is doing something as of right now that is splendid. 
",COCO/COCO_val2014_000000425227.jpg
MS2919,A woman in brown jacket throwing a yellow frisbee.,COCO/COCO_val2014_000000000764.jpg
MS2920,A man hitting a tennis ball with a tennis racket . ,COCO/COCO_val2014_000000134193.jpg
MS2921,A church with grey clouds and cars moving down the street,COCO/COCO_val2014_000000046263.jpg
MS2922,A man pointing at something by people with glasses and wine bottles.,COCO/COCO_val2014_000000017313.jpg
MS2923,Two white birds sitting on sand with water in the background.,COCO/COCO_val2014_000000072621.jpg
MS2924,A group of motorcyclists waiting at the beginning of a track.,COCO/COCO_val2014_000000477688.jpg
MS2925,Vintage WW2 fighter plane flying below modern jet.,COCO/COCO_val2014_000000511713.jpg
MS2926,A modern living room with a christmas tree set up in front of the window. ,COCO/COCO_val2014_000000573094.jpg
MS2927,A group of bananas surround a small display of kiwi.,COCO/COCO_val2014_000000581781.jpg
MS2928,A woman sitting at a table in front of a plate of hot dogs.,COCO/COCO_val2014_000000028671.jpg
MS2929,A giant slice of pizza sitting on top of a red tray.,COCO/COCO_val2014_000000337690.jpg
MS2930,A horse pulling a coach in an indoor arena.,COCO/COCO_val2014_000000505528.jpg
MS2931,a plate with a few different items of food on it.,COCO/COCO_val2014_000000202886.jpg
MS2932,A person is jarring orange slices into multiple jars.,COCO/COCO_val2014_000000307138.jpg
MS2933,Two dogs are playing with a red rubber object as they hold it in their mouths.,COCO/COCO_val2014_000000208236.jpg
MS2934,young couple having desert and wine at a restaurant ,COCO/COCO_val2014_000000510651.jpg
MS2935,A white truck sitting in a parking space in a parking lot.,COCO/COCO_val2014_000000174771.jpg
MS2936,a room showing a fridge well cleaned and a microwave,COCO/COCO_val2014_000000092514.jpg
MS2937,A brown dog with long curly hair wearing a name tag.,COCO/COCO_val2014_000000480226.jpg
MS2938,Two young boys playing t-ball at ball park,COCO/COCO_val2014_000000279774.jpg
MS2939,"An old fire hydrant is painted red, white and blue.",COCO/COCO_val2014_000000097868.jpg
MS2940,two yellow tour buses sitting in a parking lot ,COCO/COCO_val2014_000000270893.jpg
MS2941,A man is falling on his back while snowboarding.,COCO/COCO_val2014_000000490515.jpg
MS2942,A single piece of pizza on a red plate.,COCO/COCO_val2014_000000428278.jpg
MS2943,A woman with a bun on a plate on top of some food in a bucket.,COCO/COCO_val2014_000000372233.jpg
MS2944,A advertisement truck drives through a busy street. ,COCO/COCO_val2014_000000279221.jpg
MS2945,A men's bathroom is shown with urinals lining both walls,COCO/COCO_val2014_000000067553.jpg
MS2946,An open air market with a lot of fruits in a bowl ,COCO/COCO_val2014_000000169111.jpg
MS2947,A baseball player poses for a picture with his baseball bat. ,COCO/COCO_val2014_000000291572.jpg
MS2948,A person playing video games with his tongue out and making hand gestures. ,COCO/COCO_val2014_000000400925.jpg
MS2949,there is a man that is sitting at a table with lots of food,COCO/COCO_val2014_000000286182.jpg
MS2950,A woman in all white lunging at a tennis ball.,COCO/COCO_val2014_000000481010.jpg
MS2951,A piece of cake is sitting on a plate.,COCO/COCO_val2014_000000390954.jpg
MS2952,A tennis player hits the ball up from the racket.,COCO/COCO_val2014_000000025424.jpg
MS2953,A horse is wearing a blanket inside its pen,COCO/COCO_val2014_000000244760.jpg
MS2954, A man wearing a dress shirt and a tie sitting against a dark background. ,COCO/COCO_val2014_000000060010.jpg
MS2955,A woman swinging a racket at a ball on a court.,COCO/COCO_val2014_000000409784.jpg
MS2956,People standing on a platform next to a train.,COCO/COCO_val2014_000000172021.jpg
MS2957,Large number of motorcycles riding down a city street.,COCO/COCO_val2014_000000208169.jpg
MS2958,An empty grocery area with several trash and recycling containers.,COCO/COCO_val2014_000000565296.jpg
MS2959,A white and brown bench sitting on a sidewalk.,COCO/COCO_val2014_000000295270.jpg
MS2960,The people are walking down the street in the city. ,COCO/COCO_val2014_000000521141.jpg
MS2961,A man and woman with a bottle of whiskey.,COCO/COCO_val2014_000000302310.jpg
MS2962,A man on a skateboard on a ledge.,COCO/COCO_val2014_000000209757.jpg
MS2963,The men in the photo have large platters of food in front of them. ,COCO/COCO_val2014_000000154877.jpg
MS2964,There is a taste contest featuring different cakes and cookies. ,COCO/COCO_val2014_000000160192.jpg
MS2965,A television that is sitting next to signs,COCO/COCO_val2014_000000369826.jpg
MS2966,Man surfing large breaking wave in open ocean waters.,COCO/COCO_val2014_000000122476.jpg
MS2967,A vase of tulips sitting in the middle of a table.,COCO/COCO_val2014_000000393338.jpg
MS2968,A wooden bench with an iron frame sitting on a boardwalk.,COCO/COCO_val2014_000000136464.jpg
MS2969,A table sitting in a kitchen area with a fridge,COCO/COCO_val2014_000000186980.jpg
MS2970,A white plate containing sliced ham and cheese sitting on a table next to wine glasses. ,COCO/COCO_val2014_000000450202.jpg
MS2971,A man in a tie sitting at a table.,COCO/COCO_val2014_000000100438.jpg
MS2972,A woman is drying a wig with a hairdryer. ,COCO/COCO_val2014_000000186276.jpg
MS2973,A motorcycle is parked on the side of a road.,COCO/COCO_val2014_000000479378.jpg
MS2974,The man is riding a skateboard on his hands and knees.,COCO/COCO_val2014_000000452611.jpg
MS2975,A large brown teddy bear sitting in a wooden chair.,COCO/COCO_val2014_000000067015.jpg
MS2976,A District bus with a bike in front is traveling. ,COCO/COCO_val2014_000000430519.jpg
MS2977,A herd of sheep all gathered near a fence area.,COCO/COCO_val2014_000000290592.jpg
MS2978,people stainding on the sidewalk below a red and white street sign ,COCO/COCO_val2014_000000316648.jpg
MS2979,A close up shot of a Nintendo Wii remote and holders. ,COCO/COCO_val2014_000000143822.jpg
MS2980,This hospital room is clean and ready for a patient.,COCO/COCO_val2014_000000409116.jpg
MS2981,A large group of people at a table using laptops.,COCO/COCO_val2014_000000156846.jpg
MS2982,Horse carriage being led by man in busy city.,COCO/COCO_val2014_000000522990.jpg
MS2983,A man flying through the air while riding a snowboard.,COCO/COCO_val2014_000000330911.jpg
MS2984,An bed that has not been made with the shades closed,COCO/COCO_val2014_000000103375.jpg
MS2985,a person riding a parachute surf board ,COCO/COCO_val2014_000000170340.jpg
MS2986,A man doing push ups while eating a doughnut.,COCO/COCO_val2014_000000384092.jpg
MS2987,A panda chews on bamboo at an exhibit.,COCO/COCO_val2014_000000476417.jpg
MS2988,Traffic and directional signs are displayed on a city street.,COCO/COCO_val2014_000000262471.jpg
MS2989,A plate that has some soup and a sandwich on it.,COCO/COCO_val2014_000000573300.jpg
MS2990,a dog laying next to some colorful blankets on a white bed ,COCO/COCO_val2014_000000072813.jpg
MS2991,cars parked near a all black corner store,COCO/COCO_val2014_000000412676.jpg
MS2992,A Shetland sheep dog laying on a bed spread. ,COCO/COCO_val2014_000000080646.jpg
MS2993,A beautiful little girl laying on top of a bed.,COCO/COCO_val2014_000000014248.jpg
MS2994,"Passenger rail train moving quickly, everything around indesicriminate blur",COCO/COCO_val2014_000000399274.jpg
MS2995,"A read motorcycle and matching helmet are in dirt parking lot. 
",COCO/COCO_val2014_000000487059.jpg
MS2996,A moving train pulling tanks down the tracks.,COCO/COCO_val2014_000000054618.jpg
MS2997,A shirtless man doing skateboarding tricks near a stream,COCO/COCO_val2014_000000424521.jpg
MS2998,A dining room filled with lots of people.,COCO/COCO_val2014_000000222468.jpg
MS2999,"A white, red and blue bus on street next to people walking.",COCO/COCO_val2014_000000218134.jpg
MS3000,A person in a vest and tie standing.,COCO/COCO_val2014_000000544201.jpg
MS3001,Pile of strings and books next to a laptop computer.,COCO/COCO_val2014_000000272738.jpg
MS3002,Two people are sitting on a bench together in front of water.,COCO/COCO_val2014_000000058393.jpg
MS3003,A young child is playing with the television remote,COCO/COCO_val2014_000000332914.jpg
MS3004,A group of people are at an intersection to cross the street.,COCO/COCO_val2014_000000450500.jpg
MS3005,A group of Asian people sitting at a dinner table.,COCO/COCO_val2014_000000507154.jpg
MS3006,Silver refrigerators stand next to a store display.,COCO/COCO_val2014_000000255582.jpg
MS3007,A dog standing in front of four women.,COCO/COCO_val2014_000000482021.jpg
MS3008,A man pushing a cart with lots of luggage on top of it.,COCO/COCO_val2014_000000116067.jpg
MS3009,Fried eggs tomatoes and bacon on a pan.,COCO/COCO_val2014_000000355123.jpg
MS3010,A kitchen with a purple island in the center.,COCO/COCO_val2014_000000561514.jpg
MS3011,A green and yellow dump truck  backing into a garage,COCO/COCO_val2014_000000232453.jpg
MS3012,A group of people together that are holding remotes.,COCO/COCO_val2014_000000306453.jpg
MS3013,A blue and white city bus traveling down the street. ,COCO/COCO_val2014_000000387515.jpg
MS3014,A bunch of parking tolls near a concrete wall with numbers,COCO/COCO_val2014_000000169097.jpg
MS3015,A man walking a dalmatian on leash in front of a firetruck.,COCO/COCO_val2014_000000106484.jpg
MS3016,An elephant with it's trunk laying on a white gate.,COCO/COCO_val2014_000000350134.jpg
MS3017,A white and gray kitten pokes its paw at a mirror and looks at its reflection.,COCO/COCO_val2014_000000411665.jpg
MS3018,Several people with kids sitting around and making arts and crafts.,COCO/COCO_val2014_000000067765.jpg
MS3019,A bench is placed in front of a brick wall.,COCO/COCO_val2014_000000489920.jpg
MS3020,A time lapse image of a tennis player in action.,COCO/COCO_val2014_000000185865.jpg
MS3021,Big clock  hangs on the front corner of a building,COCO/COCO_val2014_000000169468.jpg
MS3022,The young men are wearing hard hats as they refer to their laptops in the office. ,COCO/COCO_val2014_000000533407.jpg
MS3023,Two men wearing neck ties around their heads. ,COCO/COCO_val2014_000000189919.jpg
MS3024,An apple laptop on top of the bed.,COCO/COCO_val2014_000000309553.jpg
MS3025,A truck with a cage in the back and an open hood transporting various objects.,COCO/COCO_val2014_000000093607.jpg
MS3026,Two children in a bathtub with a large inflatable bath pillow. ,COCO/COCO_val2014_000000142564.jpg
MS3027,There is no image here to provide a caption for.,COCO/COCO_val2014_000000321683.jpg
MS3028,A hot dog on a bun next to a pile of tater tots.,COCO/COCO_val2014_000000270001.jpg
MS3029,Tea candles and vases with flowers sit on a white table.,COCO/COCO_val2014_000000017867.jpg
MS3030,A kite in the sky above the sand.,COCO/COCO_val2014_000000228025.jpg
MS3031,A man climbs a snowy mountain using snowshoes. ,COCO/COCO_val2014_000000046919.jpg
MS3032,A dog and a horse are running in a field,COCO/COCO_val2014_000000519728.jpg
MS3033,Some people are out and having some food during the night. ,COCO/COCO_val2014_000000044328.jpg
MS3034,A dog holding a white frisbee in it's mouth.,COCO/COCO_val2014_000000223032.jpg
MS3035,"lunch tray with sandwich on a doily, salad, and cup of coffee",COCO/COCO_val2014_000000269089.jpg
MS3036,A yellow and red train traveling down tracks.,COCO/COCO_val2014_000000230903.jpg
MS3037,A street sign showing four different roads on it,COCO/COCO_val2014_000000374727.jpg
MS3038,A closeup of a keyboard and a mouse.,COCO/COCO_val2014_000000505953.jpg
MS3039,A red bowl and a red plate of food.,COCO/COCO_val2014_000000498537.jpg
MS3040,Hauling items in a wagon is a lot easier than carrying them.,COCO/COCO_val2014_000000542510.jpg
MS3041,A building top with a clock on it.,COCO/COCO_val2014_000000111179.jpg
MS3042,"A man advises us to hush, about to scare his brother",COCO/COCO_val2014_000000198717.jpg
MS3043,A chili cheese dog sitting next to chili cheese fries.,COCO/COCO_val2014_000000214853.jpg
MS3044,The man is wearing coveralls and holding a snow board.,COCO/COCO_val2014_000000107360.jpg
MS3045,Motorcycle parked in a parking garage with other vehicles.,COCO/COCO_val2014_000000234239.jpg
MS3046,Several sheep in a grassy field near a crow in flight.,COCO/COCO_val2014_000000234057.jpg
MS3047,A woman with a teddy bear sitting at a booth outside.,COCO/COCO_val2014_000000326021.jpg
MS3048,a scouts get together cooking and eating food,COCO/COCO_val2014_000000432519.jpg
MS3049,A man that is standing on a surfboard in the water.,COCO/COCO_val2014_000000394724.jpg
MS3050,The lady is outside in the sun eating.,COCO/COCO_val2014_000000091849.jpg
MS3051,A very pretty zebra grazing in the grass.,COCO/COCO_val2014_000000262092.jpg
MS3052,two people riding a see doo in the water,COCO/COCO_val2014_000000226008.jpg
MS3053,People and a dog riding a decorative boat on a waterway. ,COCO/COCO_val2014_000000055126.jpg
MS3054,a dead end street with trash laying out on the corner ,COCO/COCO_val2014_000000150779.jpg
MS3055,Some meat that is mixed in with some vegetables.,COCO/COCO_val2014_000000190033.jpg
MS3056,many people on a snowy slope riding skis and snowboards,COCO/COCO_val2014_000000276149.jpg
MS3057,"A bathroom with a sink, toilet, tub and a mirror. ",COCO/COCO_val2014_000000206958.jpg
MS3058,A very cute cat sitting by  a very pretty umbrella.,COCO/COCO_val2014_000000038837.jpg
MS3059,a small horse pulling a colorful cart through town,COCO/COCO_val2014_000000173334.jpg
MS3060,LARGE BLACK AND WHITE PANDA BEAR WALKING AROUND IN AN ENCLOSURE,COCO/COCO_val2014_000000249346.jpg
MS3061,a sad looking purple flower in an equallt sad vase,COCO/COCO_val2014_000000125371.jpg
MS3062,there is a man riding a skateboard over a ramp,COCO/COCO_val2014_000000407521.jpg
MS3063,A cat peering into a wooden bowl which is sitting on a table.,COCO/COCO_val2014_000000002295.jpg
MS3064,"Photograph of an outdoor arena that looks neat.
",COCO/COCO_val2014_000000355441.jpg
MS3065,"A tomato, broccoli, and rice casserole mixed in a pan.",COCO/COCO_val2014_000000501062.jpg
MS3066,The large herd includes zebra standing amongst antelope.,COCO/COCO_val2014_000000167152.jpg
MS3067,Two bundled up men sit in lawn chairs next to a row of tents and a protest sign. ,COCO/COCO_val2014_000000351504.jpg
MS3068,A man wearing a helmet while holding a line.,COCO/COCO_val2014_000000475218.jpg
MS3069,A young boy is leaning over to catch a baseball at a game.,COCO/COCO_val2014_000000399991.jpg
MS3070,A skillet on a stove with vegetables in it ,COCO/COCO_val2014_000000308430.jpg
MS3071,"Birds standing on rocks, overlooking a body of water.",COCO/COCO_val2014_000000271032.jpg
MS3072,A man ready to bang pot covers to scare a sleeping man.,COCO/COCO_val2014_000000198717.jpg
MS3073,There is no image here to provide a caption for.,COCO/COCO_val2014_000000552942.jpg
MS3074,a traffic light attached to a pole with a sky in the background,COCO/COCO_val2014_000000522751.jpg
MS3075,Several birds sitting on wood and standing in the grass.  ,COCO/COCO_val2014_000000182348.jpg
MS3076,A plane is covered while sitting at an airport,COCO/COCO_val2014_000000109045.jpg
MS3077,a pro tennis player playing a game ,COCO/COCO_val2014_000000098853.jpg
MS3078,a small dog on a leash with a racket,COCO/COCO_val2014_000000279331.jpg
MS3079,Two toilets adjacent in a restroom with tile,COCO/COCO_val2014_000000542527.jpg
MS3080,A group of kids are gathered outdoors in a black and white photo. ,COCO/COCO_val2014_000000267690.jpg
MS3081,"A bowl of onions, green beans, and other vegetables,.",COCO/COCO_val2014_000000149456.jpg
MS3082,An office area decorated with pictures and a mantle.,COCO/COCO_val2014_000000189842.jpg
MS3083,A BEDROOM WITH A BLANKET IN IT ,COCO/COCO_val2014_000000120648.jpg
MS3084,A large orange cat laying on top of a blanket.,COCO/COCO_val2014_000000279159.jpg
MS3085,a elephant statue sits in the middle of a park ,COCO/COCO_val2014_000000265153.jpg
MS3086,A BABY BEING HELD WITH A TOY IN HIS MOUTH ,COCO/COCO_val2014_000000086249.jpg
MS3087,a close up ofa set of steps on top of a building,COCO/COCO_val2014_000000035328.jpg
MS3088,a small and dirty zebra inside of a corral,COCO/COCO_val2014_000000565691.jpg
MS3089,Two women and a man with sandwich in basket.,COCO/COCO_val2014_000000085340.jpg
MS3090,A nerd holding a tennis racquet on a tennis court.,COCO/COCO_val2014_000000448175.jpg
MS3091,The rail of a bench that is an odd green color. ,COCO/COCO_val2014_000000163585.jpg
MS3092,A group of busses parked in a parking lot.,COCO/COCO_val2014_000000171298.jpg
MS3093,a person riding a skate board at a skate park,COCO/COCO_val2014_000000444491.jpg
MS3094,A city with people walking and buildings in the background.,COCO/COCO_val2014_000000113408.jpg
MS3095,Slice of gooey deep dish pizza on a plate.,COCO/COCO_val2014_000000044934.jpg
MS3096,A large herd of cattle grazing on a lush green hillside.,COCO/COCO_val2014_000000166868.jpg
MS3097,Chickpeas and rice are paired on a plate with peas and carrots.,COCO/COCO_val2014_000000448511.jpg
MS3098,This child is sitting at a table and looking to her left.,COCO/COCO_val2014_000000189136.jpg
MS3099,Yellow umbrellas stand out in a courtyard area near a walk way.,COCO/COCO_val2014_000000473199.jpg
MS3100,The people is riding the horse and carriage in town.,COCO/COCO_val2014_000000219261.jpg
MS3101,A women who is preparing to cut a cake is interviewed by a man with a microphone.,COCO/COCO_val2014_000000573536.jpg
MS3102,A large brown bear standing next to a pile of rocks.,COCO/COCO_val2014_000000513484.jpg
MS3103,a tennis player who has just made a shot.,COCO/COCO_val2014_000000386352.jpg
MS3104,A piece of chocolate cake with chocolate icing.,COCO/COCO_val2014_000000113040.jpg
MS3105,A baseball player is getting ready to hit a ball,COCO/COCO_val2014_000000347772.jpg
MS3106,A black motorcycle parked in the dirt by the beach,COCO/COCO_val2014_000000127119.jpg
MS3107,A man on a surfboard riding a wave.,COCO/COCO_val2014_000000482172.jpg
MS3108,A large jetliner sitting on top of a tarmac.,COCO/COCO_val2014_000000072776.jpg
MS3109,some baseball players are playing baseball a batter and a catcher,COCO/COCO_val2014_000000542024.jpg
MS3110,A man riding skis down a snow covered slope.,COCO/COCO_val2014_000000263223.jpg
MS3111,A gray tiger cat walking across a brick floor.,COCO/COCO_val2014_000000146411.jpg
MS3112,A clock tower sits at the top of a new building. ,COCO/COCO_val2014_000000574110.jpg
MS3113,A man who is on a beach leaping up into the air to catch a Frisbee. ,COCO/COCO_val2014_000000469200.jpg
MS3114,A group of guys that are skateboarding together.,COCO/COCO_val2014_000000093735.jpg
MS3115,a bunch of veggies are on a table,COCO/COCO_val2014_000000252137.jpg
MS3116,"A man and a woman sitting down, testing wine.",COCO/COCO_val2014_000000045094.jpg
MS3117,A baseball player signaling to another player or coach.,COCO/COCO_val2014_000000257478.jpg
MS3118,A sandwich cut in half served on a white plate,COCO/COCO_val2014_000000204471.jpg
